asset,lon,lat,taxonomy,number,structural,contents,area
53011041331-MH-LC,-122.55206,45.64959,MH-LC,10.7,824,412,12
53011041331-RM1L-LC,-122.55206,45.64959,RM1L-LC,2.8,867,434,7
53011041331-W1-LC,-122.55206,45.64959,W1-LC,106.0,20417,10210,177
53011041331-C2L-MC,-122.55206,45.64959,C2L-MC,2.5,1836,918,12
53011041331-MH-MC,-122.55206,45.64959,MH-MC,53.3,4122,2061,61
53011041331-RM1L-MC,-122.55206,45.64959,RM1L-MC,13.8,4337,2169,33
53011041331-S3-MC,-122.55206,45.64959,S3-MC,0.8,612,306,4
53011041331-W1-MC,-122.55206,45.64959,W1-MC,529.8,102087,51048,885
53011041332-W1-PC,-122.51849,45.64665,W1-PC,16.2,3690,1845,27
53011041332-MH-LC,-122.51849,45.64665,MH-LC,5.7,311,156,6
53011041332-RM1L-LC,-122.51849,45.64665,RM1L-LC,4.8,1112,556,8
53011041332-W1-LC,-122.51849,45.64665,W1-LC,224.0,51000,25502,374
53011041332-C2L-MC,-122.51849,45.64665,C2L-MC,1.0,336,168,2
53011041332-MH-MC,-122.51849,45.64665,MH-MC,23.5,1276,640,24
53011041332-RM1L-MC,-122.51849,45.64665,RM1L-MC,19.6,4554,2277,33
53011041332-W1-MC,-122.51849,45.64665,W1-MC,917.5,208875,104448,1531
53011041333-W1-PC,-122.51993,45.65356,W1-PC,14.8,3842,1921,26
53011041333-MH-LC,-122.51993,45.65356,MH-LC,2.6,131,66,3
53011041333-RM1L-LC,-122.51993,45.65356,RM1L-LC,4.1,1127,563,7
53011041333-W1-LC,-122.51993,45.65356,W1-LC,194.0,50360,25182,341
53011041333-C2L-MC,-122.51993,45.65356,C2L-MC,0.6,504,252,3
53011041333-MH-MC,-122.51993,45.65356,MH-MC,11.2,573,291,11
53011041333-RM1L-MC,-122.51993,45.65356,RM1L-MC,17.7,4927,2464,33
53011041333-W1-MC,-122.51993,45.65356,W1-MC,848.6,220238,110129,1492
53063003200-C2L-PC,-117.41463,47.64930,C2L-PC,6.3,17156,8579,93
53063003200-C3L-PC,-117.41463,47.64930,C3L-PC,1.2,2973,1487,18
53063003200-MH-PC,-117.41463,47.64930,MH-PC,1.9,4852,2426,29
53063003200-RM1L-PC,-117.41463,47.64930,RM1L-PC,7.3,15806,7904,88
53063003200-S1L-PC,-117.41463,47.64930,S1L-PC,0.5,1535,767,8
53063003200-S2L-PC,-117.41463,47.64930,S2L-PC,0.2,736,368,4
53063003200-S3-PC,-117.41463,47.64930,S3-PC,1.0,2344,1172,14
53063003200-S4L-PC,-117.41463,47.64930,S4L-PC,0.4,1200,600,6
53063003200-W1-PC,-117.41463,47.64930,W1-PC,149.9,140279,70152,867
53063003200-C2L-LC,-117.41463,47.64930,C2L-LC,3.2,8585,4293,46
53063003200-C3L-LC,-117.41463,47.64930,C3L-LC,0.6,1487,744,9
53063003200-MH-LC,-117.41463,47.64930,MH-LC,1.0,2428,1214,14
53063003200-RM1L-LC,-117.41463,47.64930,RM1L-LC,3.6,7909,3955,44
53063003200-S1L-LC,-117.41463,47.64930,S1L-LC,0.3,768,384,4
53063003200-S2L-LC,-117.41463,47.64930,S2L-LC,0.1,368,184,2
53063003200-S3-LC,-117.41463,47.64930,S3-LC,0.5,1173,586,7
53063003200-S4L-LC,-117.41463,47.64930,S4L-LC,0.2,601,300,3
53063003200-W1-LC,-117.41463,47.64930,W1-LC,75.0,70192,35102,434
53061053505-MH-PC,-122.04030,48.10976,MH-PC,20.2,1038,520,20
53061053505-RM1L-PC,-122.04030,48.10976,RM1L-PC,1.7,494,247,3
53061053505-W1-PC,-122.04030,48.10976,W1-PC,84.2,23883,11943,154
53061053505-MH-LC,-122.04030,48.10976,MH-LC,60.1,3087,1547,60
53061053505-RM1L-LC,-122.04030,48.10976,RM1L-LC,5.0,1468,734,9
53061053505-W1-LC,-122.04030,48.10976,W1-LC,250.3,71010,35509,458
53061053505-C2L-MC,-122.04030,48.10976,C2L-MC,0.2,221,110,1
53061053505-MH-MC,-122.04030,48.10976,MH-MC,280.8,14415,7222,280
53061053505-RM1L-MC,-122.04030,48.10976,RM1L-MC,23.5,6853,3427,44
53061053505-W1-MC,-122.04030,48.10976,W1-MC,1168.7,331595,165815,2141
53061053506-MH-PC,-121.98238,48.20115,MH-PC,49.2,2518,1261,49
53061053506-RM1L-PC,-121.98238,48.20115,RM1L-PC,2.2,596,298,4
53061053506-W1-PC,-121.98238,48.20115,W1-PC,107.6,27868,13936,189
53061053506-MH-LC,-121.98238,48.20115,MH-LC,181.8,9304,4658,181
53061053506-RM1L-LC,-121.98238,48.20115,RM1L-LC,8.3,2204,1102,15
53061053506-W1-LC,-121.98238,48.20115,W1-LC,397.4,102958,51485,699
53061053506-C2L-MC,-121.98238,48.20115,C2L-MC,1.0,338,169,2
53061053506-MH-MC,-121.98238,48.20115,MH-MC,453.1,23190,11610,451
53061053506-RM1L-MC,-121.98238,48.20115,RM1L-MC,20.7,5492,2747,37
53061053506-W1-MC,-121.98238,48.20115,W1-MC,990.5,256622,128326,1742
53061053507-W1-LC,-122.12986,48.16436,W1-LC,10.9,3217,1608,20
53061053507-C2L-MC,-122.12986,48.16436,C2L-MC,1.4,301,151,3
53061053507-MH-MC,-122.12986,48.16436,MH-MC,31.9,1821,918,33
53061053507-RM1L-MC,-122.12986,48.16436,RM1L-MC,33.3,9689,4845,62
53061053507-W1-MC,-122.12986,48.16436,W1-MC,1547.4,456291,228153,2881
53033004100-C2L-PC,-122.25820,47.66928,C2L-PC,1.5,1032,516,7
53033004100-C3L-PC,-122.25820,47.66928,C3L-PC,3.1,2127,1064,14
53033004100-MH-PC,-122.25820,47.66928,MH-PC,1.0,665,333,4
53033004100-RM1L-PC,-122.25820,47.66928,RM1L-PC,9.8,3794,1897,23
53033004100-S3-PC,-122.25820,47.66928,S3-PC,0.5,327,164,2
53033004100-W1-PC,-122.25820,47.66928,W1-PC,537.8,184646,92335,1086
53033004100-C2L-MC,-122.25820,47.66928,C2L-MC,5.6,3813,1908,25
53033004100-MH-MC,-122.25820,47.66928,MH-MC,3.6,2456,1229,16
53033004100-RM1L-MC,-122.25820,47.66928,RM1L-MC,36.2,14016,7010,85
53033004100-S3-MC,-122.25820,47.66928,S3-MC,1.8,1208,604,8
53033004100-W1-MC,-122.25820,47.66928,W1-MC,1987.1,682237,341162,4012
53061053509-C2L-PC,-122.16162,48.16334,C2L-PC,0.3,198,99,1
53061053509-MH-PC,-122.16162,48.16334,MH-PC,4.7,317,159,5
53061053509-RM1L-PC,-122.16162,48.16334,RM1L-PC,1.0,355,178,2
53061053509-W1-PC,-122.16162,48.16334,W1-PC,30.9,6905,3453,53
53061053509-C2L-LC,-122.16162,48.16334,C2L-LC,2.7,1919,960,12
53061053509-C3L-LC,-122.16162,48.16334,C3L-LC,1.6,714,357,5
53061053509-MH-LC,-122.16162,48.16334,MH-LC,45.0,3066,1535,49
53061053509-RM1L-LC,-122.16162,48.16334,RM1L-LC,9.2,3435,1718,23
53061053509-S3-LC,-122.16162,48.16334,S3-LC,0.9,386,193,3
53061053509-W1-LC,-122.16162,48.16334,W1-LC,298.8,66783,33396,512
53061053509-C2L-MC,-122.16162,48.16334,C2L-MC,5.9,4089,2045,25
53061053509-MH-MC,-122.16162,48.16334,MH-MC,96.0,6533,3271,104
53061053509-RM1L-MC,-122.16162,48.16334,RM1L-MC,19.7,7320,3661,50
53061053509-S1L-MC,-122.16162,48.16334,S1L-MC,0.1,235,118,1
53061053509-S3-MC,-122.16162,48.16334,S3-MC,1.8,823,412,6
53061053509-S4L-MC,-122.16162,48.16334,S4L-MC,0.1,360,180,2
53061053509-W1-MC,-122.16162,48.16334,W1-MC,636.6,142305,71162,1091
53063011400-MH-PC,-117.21023,47.69636,MH-PC,2.8,147,74,3
53063011400-W1-PC,-117.21023,47.69636,W1-PC,13.6,2893,1447,22
53063011400-C2L-LC,-117.21023,47.69636,C2L-LC,1.6,1263,632,8
53063011400-C3L-LC,-117.21023,47.69636,C3L-LC,0.3,166,83,1
53063011400-MH-LC,-117.21023,47.69636,MH-LC,349.1,18254,9149,350
53063011400-RM1L-LC,-117.21023,47.69636,RM1L-LC,34.5,8498,4250,63
53063011400-S3-LC,-117.21023,47.69636,S3-LC,0.5,307,153,2
53063011400-W1-LC,-117.21023,47.69636,W1-LC,1692.4,358773,179418,2767
53033020600-C3L-PC,-122.33210,47.75602,C3L-PC,0.2,298,149,2
53033020600-RM1L-PC,-122.33210,47.75602,RM1L-PC,1.4,533,267,3
53033020600-W1-PC,-122.33210,47.75602,W1-PC,77.9,23717,11859,149
53033020600-C2L-MC,-122.33210,47.75602,C2L-MC,1.7,2502,1252,12
53033020600-MH-MC,-122.33210,47.75602,MH-MC,0.3,432,216,2
53033020600-RM1L-MC,-122.33210,47.75602,RM1L-MC,21.5,8073,4037,48
53033020600-S1L-MC,-122.33210,47.75602,S1L-MC,0.2,303,151,1
53033020600-S3-MC,-122.33210,47.75602,S3-MC,0.1,228,114,1
53033020600-W1-MC,-122.33210,47.75602,W1-MC,1180.5,359194,179610,2250
53047970900-MH-PC,-120.37225,48.70339,MH-PC,4.5,233,118,5
53047970900-RM1L-PC,-120.37225,48.70339,RM1L-PC,1.3,429,214,3
53047970900-W1-PC,-120.37225,48.70339,W1-PC,57.6,13609,6806,98
53047970900-C2L-LC,-120.37225,48.70339,C2L-LC,4.0,4095,2049,23
53047970900-MH-LC,-120.37225,48.70339,MH-LC,164.0,8420,4251,164
53047970900-RM1L-LC,-120.37225,48.70339,RM1L-LC,46.9,15458,7732,102
53047970900-S1L-LC,-120.37225,48.70339,S1L-LC,0.8,853,427,5
53047970900-S3-LC,-120.37225,48.70339,S3-LC,0.6,628,314,4
53047970900-S4L-LC,-120.37225,48.70339,S4L-LC,0.8,878,439,5
53047970900-W1-LC,-120.37225,48.70339,W1-LC,2078.4,490944,245533,3546
53033028700-RM1L-PC,-122.32780,47.42124,RM1L-PC,2.3,690,345,4
53033028700-W1-PC,-122.32780,47.42124,W1-PC,111.3,29518,14761,198
53033028700-C2L-MC,-122.32780,47.42124,C2L-MC,1.6,1816,908,9
53033028700-MH-MC,-122.32780,47.42124,MH-MC,10.5,576,293,11
53033028700-RM1L-MC,-122.32780,47.42124,RM1L-MC,36.5,11022,5512,71
53033028700-S1L-MC,-122.32780,47.42124,S1L-MC,0.2,291,146,1
53033028700-S2L-MC,-122.32780,47.42124,S2L-MC,0.2,262,131,1
53033028700-W1-MC,-122.32780,47.42124,W1-MC,1779.6,471796,235923,3162
53007961200-C2L-PC,-120.26392,47.32049,C2L-PC,0.3,244,122,1
53007961200-MH-PC,-120.26392,47.32049,MH-PC,46.2,2378,1194,46
53007961200-RM1L-PC,-120.26392,47.32049,RM1L-PC,3.4,1028,514,7
53007961200-W1-PC,-120.26392,47.32049,W1-PC,159.2,42760,21385,285
53007961200-C2L-LC,-120.26392,47.32049,C2L-LC,1.9,1488,744,9
53007961200-MH-LC,-120.26392,47.32049,MH-LC,281.6,14504,7282,281
53007961200-RM1L-LC,-120.26392,47.32049,RM1L-LC,20.5,6269,3136,41
53007961200-S4L-LC,-120.26392,47.32049,S4L-LC,0.2,257,129,1
53007961200-W1-LC,-120.26392,47.32049,W1-LC,971.1,260803,130434,1740
53011041400-C2L-PC,-122.43269,45.57961,C2L-PC,0.9,405,203,3
53011041400-C3L-PC,-122.43269,45.57961,C3L-PC,0.6,270,135,2
53011041400-MH-PC,-122.43269,45.57961,MH-PC,0.6,275,138,2
53011041400-RM1L-PC,-122.43269,45.57961,RM1L-PC,6.7,1779,890,13
53011041400-W1-PC,-122.43269,45.57961,W1-PC,329.7,75150,37583,564
53011041400-C2L-LC,-122.43269,45.57961,C2L-LC,1.2,530,265,4
53011041400-C3L-LC,-122.43269,45.57961,C3L-LC,0.8,354,177,3
53011041400-MH-LC,-122.43269,45.57961,MH-LC,0.8,361,181,3
53011041400-RM1L-LC,-122.43269,45.57961,RM1L-LC,8.8,2330,1166,17
53011041400-S3-LC,-122.43269,45.57961,S3-LC,0.4,163,81,1
53011041400-W1-LC,-122.43269,45.57961,W1-LC,431.9,98439,49229,738
53011041400-C2L-MC,-122.43269,45.57961,C2L-MC,2.6,1173,587,9
53011041400-MH-MC,-122.43269,45.57961,MH-MC,1.8,798,400,6
53011041400-RM1L-MC,-122.43269,45.57961,RM1L-MC,19.5,5157,2580,38
53011041400-S3-MC,-122.43269,45.57961,S3-MC,0.8,360,180,3
53011041400-W1-MC,-122.43269,45.57961,W1-MC,955.6,217817,108931,1634
53009001600-MH-PC,-123.23343,48.10674,MH-PC,16.7,850,425,17
53009001600-RM1L-PC,-123.23343,48.10674,RM1L-PC,1.4,313,157,2
53009001600-W1-PC,-123.23343,48.10674,W1-PC,68.4,13636,6819,109
53009001600-MH-LC,-123.23343,48.10674,MH-LC,69.1,3524,1764,69
53009001600-RM1L-LC,-123.23343,48.10674,RM1L-LC,5.6,1298,649,10
53009001600-W1-LC,-123.23343,48.10674,W1-LC,283.7,56529,28267,451
53009001600-C2L-MC,-123.23343,48.10674,C2L-MC,0.1,426,213,2
53009001600-MH-MC,-123.23343,48.10674,MH-MC,217.3,11081,5547,216
53009001600-RM1L-MC,-123.23343,48.10674,RM1L-MC,17.7,4081,2041,31
53009001600-W1-MC,-123.23343,48.10674,W1-MC,892.0,177768,88891,1417
53077003400-MH-PC,-120.57003,46.65481,MH-PC,23.1,1183,593,23
53077003400-RM1L-PC,-120.57003,46.65481,RM1L-PC,1.7,390,195,3
53077003400-W1-PC,-120.57003,46.65481,W1-PC,86.8,19744,9874,145
53077003400-MH-LC,-120.57003,46.65481,MH-LC,327.8,16759,8404,326
53077003400-RM1L-LC,-120.57003,46.65481,RM1L-LC,24.4,5530,2766,41
53077003400-W1-LC,-120.57003,46.65481,W1-LC,1229.1,279708,139879,2048
53069950100-C2L-PC,-123.42446,46.29464,C2L-PC,0.6,432,216,2
53069950100-MH-PC,-123.42446,46.29464,MH-PC,78.5,4065,2042,78
53069950100-RM1L-PC,-123.42446,46.29464,RM1L-PC,5.2,1239,620,9
53069950100-W1-PC,-123.42446,46.29464,W1-PC,263.5,48292,24160,410
53069950100-C2L-LC,-123.42446,46.29464,C2L-LC,1.0,722,361,4
53069950100-MH-LC,-123.42446,46.29464,MH-LC,131.1,6794,3414,131
53069950100-RM1L-LC,-123.42446,46.29464,RM1L-LC,8.7,2071,1036,16
53069950100-W1-LC,-123.42446,46.29464,W1-LC,440.4,80717,40382,685
53069950100-C2L-MC,-123.42446,46.29464,C2L-MC,1.8,1317,659,8
53069950100-MH-MC,-123.42446,46.29464,MH-MC,239.2,12392,6226,239
53069950100-RM1L-MC,-123.42446,46.29464,RM1L-MC,15.9,3777,1890,29
53069950100-W1-MC,-123.42446,46.29464,W1-MC,803.3,147223,73654,1250
53061053602-C2L-PC,-121.67826,48.01231,C2L-PC,0.4,146,73,1
53061053602-MH-PC,-121.67826,48.01231,MH-PC,42.3,2220,1113,42
53061053602-RM1L-PC,-121.67826,48.01231,RM1L-PC,4.7,1316,658,9
53061053602-W1-PC,-121.67826,48.01231,W1-PC,224.2,60721,30365,404
53061053602-C2L-LC,-121.67826,48.01231,C2L-LC,1.0,348,174,3
53061053602-C3L-LC,-121.67826,48.01231,C3L-LC,0.6,168,84,1
53061053602-MH-LC,-121.67826,48.01231,MH-LC,100.7,5289,2651,101
53061053602-RM1L-LC,-121.67826,48.01231,RM1L-LC,11.3,3134,1567,21
53061053602-W1-LC,-121.67826,48.01231,W1-LC,534.1,144626,72323,963
53061053602-C2L-MC,-121.67826,48.01231,C2L-MC,2.4,834,417,6
53061053602-MH-MC,-121.67826,48.01231,MH-MC,241.4,12677,6355,242
53061053602-RM1L-MC,-121.67826,48.01231,RM1L-MC,27.0,7511,3756,51
53061053602-S3-MC,-121.67826,48.01231,S3-MC,0.7,215,108,2
53061053602-W1-MC,-121.67826,48.01231,W1-MC,1280.1,346662,173355,2308
53061053603-MH-PC,-122.01814,48.04681,MH-PC,16.4,856,429,16
53061053603-RM1L-PC,-122.01814,48.04681,RM1L-PC,1.0,313,156,2
53061053603-W1-PC,-122.01814,48.04681,W1-PC,44.6,12906,6453,83
53061053603-C2L-LC,-122.01814,48.04681,C2L-LC,0.3,276,138,2
53061053603-MH-LC,-122.01814,48.04681,MH-LC,109.4,5699,2854,109
53061053603-RM1L-LC,-122.01814,48.04681,RM1L-LC,6.4,2083,1042,13
53061053603-W1-LC,-122.01814,48.04681,W1-LC,297.2,85932,42970,552
53061053603-C2L-MC,-122.01814,48.04681,C2L-MC,0.8,694,347,4
53061053603-MH-MC,-122.01814,48.04681,MH-MC,275.2,14340,7182,275
53061053603-RM1L-MC,-122.01814,48.04681,RM1L-MC,16.1,5241,2621,33
53061053603-W1-MC,-122.01814,48.04681,W1-MC,747.8,216246,108134,1390
53061053604-C2L-PC,-122.00705,48.08051,C2L-PC,0.2,191,96,1
53061053604-C3L-PC,-122.00705,48.08051,C3L-PC,0.2,190,95,1
53061053604-MH-PC,-122.00705,48.08051,MH-PC,12.1,752,377,13
53061053604-RM1L-PC,-122.00705,48.08051,RM1L-PC,2.2,750,375,5
53061053604-W1-PC,-122.00705,48.08051,W1-PC,100.2,27097,13550,184
53061053604-C2L-LC,-122.00705,48.08051,C2L-LC,0.3,266,133,2
53061053604-C3L-LC,-122.00705,48.08051,C3L-LC,0.2,265,133,2
53061053604-MH-LC,-122.00705,48.08051,MH-LC,16.9,1050,526,18
53061053604-RM1L-LC,-122.00705,48.08051,RM1L-LC,3.0,1046,523,7
53061053604-W1-LC,-122.00705,48.08051,W1-LC,139.8,37802,18903,256
53061053604-C2L-MC,-122.00705,48.08051,C2L-MC,1.8,1900,950,11
53061053604-MH-MC,-122.00705,48.08051,MH-MC,120.5,7487,3751,127
53061053604-RM1L-MC,-122.00705,48.08051,RM1L-MC,21.5,7459,3730,48
53061053604-S3-MC,-122.00705,48.08051,S3-MC,0.5,579,290,3
53061053604-W1-MC,-122.00705,48.08051,W1-MC,997.2,269631,134832,1829
53033004200-C2L-PC,-122.28410,47.67020,C2L-PC,1.7,1199,600,8
53033004200-C3L-PC,-122.28410,47.67020,C3L-PC,2.8,1878,940,13
53033004200-MH-PC,-122.28410,47.67020,MH-PC,5.3,924,464,9
53033004200-RM1L-PC,-122.28410,47.67020,RM1L-PC,14.2,5219,2610,31
53033004200-S3-PC,-122.28410,47.67020,S3-PC,0.6,370,185,2
53033004200-W1-PC,-122.28410,47.67020,W1-PC,867.7,292723,146379,1732
53033004200-C2L-MC,-122.28410,47.67020,C2L-MC,3.7,2525,1264,17
53033004200-MH-MC,-122.28410,47.67020,MH-MC,11.1,1945,978,19
53033004200-RM1L-MC,-122.28410,47.67020,RM1L-MC,29.8,10989,5496,66
53033004200-S3-MC,-122.28410,47.67020,S3-MC,1.2,779,390,5
53033004200-W1-MC,-122.28410,47.67020,W1-MC,1826.9,616355,308215,3647
53021020700-MH-PC,-118.69340,46.50919,MH-PC,31.2,1598,803,31
53021020700-RM1L-PC,-118.69340,46.50919,RM1L-PC,0.7,246,123,2
53021020700-W1-PC,-118.69340,46.50919,W1-PC,31.7,6722,3364,52
53021020700-C2L-LC,-118.69340,46.50919,C2L-LC,0.4,690,345,4
53021020700-MH-LC,-118.69340,46.50919,MH-LC,227.0,11611,5830,226
53021020700-RM1L-LC,-118.69340,46.50919,RM1L-LC,4.8,1788,895,12
53021020700-W1-LC,-118.69340,46.50919,W1-LC,230.2,48829,24438,381
53063011500-MH-PC,-117.29809,47.68682,MH-PC,2.1,134,68,2
53063011500-RM1L-PC,-117.29809,47.68682,RM1L-PC,1.7,334,167,3
53063011500-W1-PC,-117.29809,47.68682,W1-PC,99.3,15462,7734,143
53063011500-C2L-LC,-117.29809,47.68682,C2L-LC,0.4,584,292,3
53063011500-MH-LC,-117.29809,47.68682,MH-LC,10.0,627,319,11
53063011500-RM1L-LC,-117.29809,47.68682,RM1L-LC,7.8,1564,782,13
53063011500-W1-LC,-117.29809,47.68682,W1-LC,465.1,72390,36207,669
53047971000-C2L-PC,-120.14202,48.25891,C2L-PC,0.4,257,128,2
53047971000-MH-PC,-120.14202,48.25891,MH-PC,38.7,2014,1014,39
53047971000-RM1L-PC,-120.14202,48.25891,RM1L-PC,4.4,1032,517,8
53047971000-W1-PC,-120.14202,48.25891,W1-PC,221.9,41836,20927,343
53047971000-C2L-LC,-120.14202,48.25891,C2L-LC,3.0,1995,998,12
53047971000-C3L-LC,-120.14202,48.25891,C3L-LC,0.3,129,65,1
53047971000-MH-LC,-120.14202,48.25891,MH-LC,301.2,15656,7878,302
53047971000-RM1L-LC,-120.14202,48.25891,RM1L-LC,34.6,8024,4014,61
53047971000-S1L-LC,-120.14202,48.25891,S1L-LC,0.4,277,139,2
53047971000-S3-LC,-120.14202,48.25891,S3-LC,0.6,324,162,2
53047971000-S4L-LC,-120.14202,48.25891,S4L-LC,0.4,282,141,2
53047971000-W1-LC,-120.14202,48.25891,W1-LC,1724.8,325148,162642,2666
53005010805-RM1L-PC,-119.25874,46.24557,RM1L-PC,0.7,269,135,2
53005010805-W1-PC,-119.25874,46.24557,W1-PC,30.1,9293,4647,58
53005010805-C2L-LC,-119.25874,46.24557,C2L-LC,0.5,717,358,4
53005010805-C3L-LC,-119.25874,46.24557,C3L-LC,0.4,701,351,4
53005010805-MH-LC,-119.25874,46.24557,MH-LC,3.7,689,346,6
53005010805-RM1L-LC,-119.25874,46.24557,RM1L-LC,7.1,2891,1446,18
53005010805-S3-LC,-119.25874,46.24557,S3-LC,0.1,225,112,1
53005010805-W1-LC,-119.25874,46.24557,W1-LC,323.3,99744,49878,627
53005010805-C2L-MC,-119.25874,46.24557,C2L-MC,2.3,3667,1834,22
53005010805-MH-MC,-119.25874,46.24557,MH-MC,18.8,3528,1769,33
53005010805-RM1L-MC,-119.25874,46.24557,RM1L-MC,36.1,14798,7401,91
53005010805-S3-MC,-119.25874,46.24557,S3-MC,0.7,1149,575,7
53005010805-W1-MC,-119.25874,46.24557,W1-MC,1654.7,510492,255276,3209
53033028801-C3L-PC,-122.30865,47.42069,C3L-PC,0.2,509,255,3
53033028801-RM1L-PC,-122.30865,47.42069,RM1L-PC,0.3,267,134,1
53033028801-W1-PC,-122.30865,47.42069,W1-PC,11.3,2942,1471,22
53033028801-C2L-MC,-122.30865,47.42069,C2L-MC,2.9,11937,5969,60
53033028801-MH-MC,-122.30865,47.42069,MH-MC,27.8,2300,1152,33
53033028801-RM1L-MC,-122.30865,47.42069,RM1L-MC,15.3,15458,7730,85
53033028801-S1L-MC,-122.30865,47.42069,S1L-MC,0.4,1636,818,8
53033028801-S2L-MC,-122.30865,47.42069,S2L-MC,0.3,1044,522,5
53033028801-S3-MC,-122.30865,47.42069,S3-MC,0.2,1022,511,6
53033028801-S4L-MC,-122.30865,47.42069,S4L-MC,0.3,1383,691,7
53033028801-W1-MC,-122.30865,47.42069,W1-MC,650.6,170096,85063,1248
53033028802-C2L-PC,-122.28800,47.42494,C2L-PC,0.3,322,161,2
53033028802-C3L-PC,-122.28800,47.42494,C3L-PC,2.7,2633,1317,17
53033028802-MH-PC,-122.28800,47.42494,MH-PC,2.7,292,146,4
53033028802-RM1L-PC,-122.28800,47.42494,RM1L-PC,0.8,508,254,3
53033028802-W1-PC,-122.28800,47.42494,W1-PC,22.5,6836,3419,50
53033028802-C2L-MC,-122.28800,47.42494,C2L-MC,12.6,14333,7169,85
53033028802-MH-MC,-122.28800,47.42494,MH-MC,119.2,12982,6506,157
53033028802-RM1L-MC,-122.28800,47.42494,RM1L-MC,34.9,22600,11303,142
53033028802-S1L-MC,-122.28800,47.42494,S1L-MC,0.3,593,297,3
53033028802-S2L-MC,-122.28800,47.42494,S2L-MC,0.2,392,196,2
53033028802-S3-MC,-122.28800,47.42494,S3-MC,3.7,3674,1838,23
53033028802-S4L-MC,-122.28800,47.42494,S4L-MC,0.4,732,366,4
53033028802-W1-MC,-122.28800,47.42494,W1-MC,1001.3,304202,152136,2208
53007961301-W1-PC,-120.37792,47.39436,W1-PC,9.2,2730,1365,17
53007961301-C2L-LC,-120.37792,47.39436,C2L-LC,0.8,289,145,3
53007961301-MH-LC,-120.37792,47.39436,MH-LC,12.4,817,413,14
53007961301-RM1L-LC,-120.37792,47.39436,RM1L-LC,10.5,3199,1600,21
53007961301-W1-LC,-120.37792,47.39436,W1-LC,474.6,141116,70565,897
53007961302-C2L-PC,-120.39877,47.41326,C2L-PC,0.6,272,136,2
53007961302-MH-PC,-120.39877,47.41326,MH-PC,1.4,205,103,2
53007961302-RM1L-PC,-120.39877,47.41326,RM1L-PC,2.3,662,331,5
53007961302-W1-PC,-120.39877,47.41326,W1-PC,82.3,17823,8913,141
53007961302-C2L-LC,-120.39877,47.41326,C2L-LC,17.4,8224,4114,59
53007961302-C3L-LC,-120.39877,47.41326,C3L-LC,3.9,1669,835,13
53007961302-MH-LC,-120.39877,47.41326,MH-LC,41.9,6212,3118,66
53007961302-RM1L-LC,-120.39877,47.41326,RM1L-LC,69.6,20034,10021,152
53007961302-S1L-LC,-120.39877,47.41326,S1L-LC,0.3,232,116,1
53007961302-S2L-LC,-120.39877,47.41326,S2L-LC,0.2,203,102,1
53007961302-S3-LC,-120.39877,47.41326,S3-LC,5.2,2217,1109,17
53007961302-S4L-LC,-120.39877,47.41326,S4L-LC,0.3,288,144,2
53007961302-W1-LC,-120.39877,47.41326,W1-LC,2490.9,539131,269620,4269
53057940700-C2L-PC,-122.62430,48.51391,C2L-PC,0.9,311,155,2
53057940700-C3L-PC,-122.62430,48.51391,C3L-PC,0.5,156,78,1
53057940700-MH-PC,-122.62430,48.51391,MH-PC,1.8,229,115,3
53057940700-RM1L-PC,-122.62430,48.51391,RM1L-PC,5.0,1111,556,9
53057940700-W1-PC,-122.62430,48.51391,W1-PC,274.3,54990,27502,442
53057940700-C2L-LC,-122.62430,48.51391,C2L-LC,0.7,252,126,2
53057940700-C3L-LC,-122.62430,48.51391,C3L-LC,0.4,127,64,1
53057940700-MH-LC,-122.62430,48.51391,MH-LC,1.4,186,93,2
53057940700-RM1L-LC,-122.62430,48.51391,RM1L-LC,4.0,903,452,7
53057940700-W1-LC,-122.62430,48.51391,W1-LC,222.9,44688,22350,359
53057940700-C2L-MC,-122.62430,48.51391,C2L-MC,0.6,224,112,2
53057940700-MH-MC,-122.62430,48.51391,MH-MC,1.3,165,83,2
53057940700-RM1L-MC,-122.62430,48.51391,RM1L-MC,3.6,802,401,6
53057940700-W1-MC,-122.62430,48.51391,W1-MC,197.9,39677,19843,319
53009001700-MH-PC,-123.16911,48.11716,MH-PC,19.5,1007,504,19
53009001700-RM1L-PC,-123.16911,48.11716,RM1L-PC,1.6,361,180,3
53009001700-W1-PC,-123.16911,48.11716,W1-PC,77.3,15944,7973,124
53009001700-C2L-LC,-123.16911,48.11716,C2L-LC,0.4,207,104,1
53009001700-MH-LC,-123.16911,48.11716,MH-LC,121.7,6275,3143,121
53009001700-RM1L-LC,-123.16911,48.11716,RM1L-LC,10.1,2248,1124,17
53009001700-W1-LC,-123.16911,48.11716,W1-LC,481.4,99359,49688,775
53009001700-C2L-MC,-123.16911,48.11716,C2L-MC,1.0,569,285,3
53009001700-MH-MC,-123.16911,48.11716,MH-MC,334.1,17228,8630,333
53009001700-RM1L-MC,-123.16911,48.11716,RM1L-MC,27.7,6171,3086,46
53009001700-W1-MC,-123.16911,48.11716,W1-MC,1321.8,272801,136422,2127
53061053700-C2L-PC,-121.44160,48.23702,C2L-PC,0.2,263,131,1
53061053700-MH-PC,-121.44160,48.23702,MH-PC,88.2,4536,2278,88
53061053700-RM1L-PC,-121.44160,48.23702,RM1L-PC,4.3,1069,535,8
